Job Id,Qualifications,Work Type,Company Size,Job Posting Date,Job Title,Benefits,skills,Company,Min salary,Max Salary,Min Experience,Max Experience
931831084768523,MBA,Full-Time,14317,2022-09-18,Environmental Consultant,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Environmental impact analysis Data collection and analysis Environmental regulations Reporting GIS (Geographic Information Systems) Technical writing,Computacenter,61,93,1,8
1125406216107126,M.Com,Contract,120875,2021-10-28,Graphic Designer,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Print design software (e.g., Adobe InDesign, Illustrator) Layout and composition Print production processes Color theory and management Attention to detail Print industry knowledge",Texas Instruments,58,114,2,9
2457230316881162,BBA,Contract,90058,2022-07-17,Front-End Developer,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","User interface (UI) design User experience (UX) design Web design principles Prototyping and wireframing Front-end development languages (e.g., HTML, CSS, JavaScript) Interaction design User testing Responsive design Usability testing Collaboration Attention to detail",Block,63,93,1,13
2007329903638041,B.Tech,Intern,33365,2022-03-17,QA Analyst,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Test automation Test framework development Continuous integration Scripting languages (e.g., Python) Test reporting Code review",Yum China Holdings,61,129,2,13
832530609029853,BBA,Full-Time,91647,2022-09-25,Investment Banker,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Investment analysis Portfolio management Risk assessment,Delta Air Lines,64,130,0,8
557934635205975,BCA,Part-Time,106454,2023-01-19,Account Manager,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Account management Sales strategy Negotiation and closing skills,Bayerische Motoren Werke AG (BMW),65,112,5,13
2949962336228399,MBA,Full-Time,34275,2022-04-15,Account Manager,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Account management Sales strategy Negotiation and closing skills,Victrex,57,126,0,12
1520696362742904,MCA,Contract,124809,2022-09-10,UX/UI Designer,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows",V-Guard Industries,63,112,5,13
2377938465765393,MCA,Contract,93048,2021-09-27,Chemical Analyst,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Quality control Quality assurance QC testing methods Compliance standards Root cause analysis Documentation Statistical analysis,Hyatt Hotels Corporation,55,111,4,14
2198229665138133,M.Tech,Intern,13422,2021-12-11,Electrical Designer,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Lighting design Architectural lighting Lighting software proficiency Creative lighting concepts Technical knowledge,Sinopec,57,99,0,11
370619800181691,BCA,Full-Time,122439,2023-01-15,Account Manager,"{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Client relationship management Customer service Communication skills,Diamondback Energy,55,120,0,12
1524398724785190,B.Com,Part-Time,25906,2022-04-23,UX Researcher,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",User experience strategy User journey mapping Design thinking,"The Vanguard Group, Inc.",55,100,0,12
278109185318665,MCA,Full-Time,62805,2022-01-11,Process Engineer,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design,Ovintiv,55,98,0,15
1954454812022226,M.Tech,Part-Time,108442,2022-10-25,Substance Abuse Counselor,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Family counseling Marriage and family therapy Conflict resolution skills,"The Vanguard Group, Inc.",56,94,3,13
1796273236199302,MCA,Full-Time,77004,2023-01-25,Social Media Coordinator,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity",Global Partners,61,88,4,9
186004272172640,M.Tech,Contract,47114,2022-08-17,Investment Banker,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Financial analysis Data analysis Financial modeling,Scottish Mortgage Investment Trust,64,128,4,8
121622372713390,BA,Contract,20297,2022-03-06,Email Marketing Specialist,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Email deliverability best practices Spam filter testing List hygiene Blacklist monitoring Email authentication (e.g., SPF, DKIM) Deliverability metrics analysis Troubleshooting deliverability issues Communication skills Data analysis Attention to detail",China COSCO Shipping Corporation,59,84,0,15
3073005423993412,BA,Temporary,14984,2023-08-17,Quality Assurance Analyst,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Test automation frameworks and tools Scripting and programming languages (e.g., Python, Java) Continuous integration and continuous testing (CI/CT) Test script development and maintenance Test environment setup and management",Henry Schein,57,95,2,13
2752082373572681,BBA,Temporary,40486,2022-11-12,UX/UI Designer,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows",Fuchs Petrolub SE,60,126,4,12
1461434431794388,PhD,Contract,133001,2021-10-22,Teacher,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Expertise in a specific subject area Knowledge of curriculum standards Instructional design Assessment development Educational technology proficiency,Hochschild Mining,62,130,1,14
1876195944013058,BBA,Intern,102118,2021-11-23,Customer Service Manager,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Quality assurance Quality control Process improvement Audit procedures Compliance standards Root cause analysis,CarMax,58,92,5,10
519349860726579,PhD,Contract,92089,2023-05-30,Environmental Engineer,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Environmental assessments Regulatory compliance Environmental impact analysis,Airtel Africa,60,103,1,14
796710235395850,MCA,Contract,126574,2023-04-21,Landscape Architect,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Urban design and planning Zoning regulations GIS and mapping tools,Synchrony Financial,58,106,5,14
967023197335462,M.Com,Part-Time,129344,2023-08-12,Legal Assistant,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","E-discovery tools and processes Document review and production Litigation support software (e.g., Relativity) Data analysis Case management Communication with legal teams Technical proficiency Attention to detail Problem-solving Legal research skills",Packaging Corp. of America,56,89,4,9
109008529219326,PhD,Part-Time,116521,2022-06-02,Event Planner,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Event planning Vendor coordination Budget management Marketing and promotion Logistics,General Electric,63,110,4,8
573924714228728,MBA,Contract,61408,2023-05-13,Teacher,"{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Special education strategies Individualized education plans (IEPs) Behavior management techniques Collaboration with support staff Special education laws and regulations knowledge,Xcel Energy,64,82,5,9
1723774199690217,M.Com,Full-Time,115990,2022-06-06,Finance Manager,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Accounting principles Financial reporting Team management Budgeting Financial analysis,Rentokil Initial,59,114,4,8
1123654154970664,B.Com,Full-Time,115844,2022-12-14,Paralegal,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Legal research Discovery management Case preparation Trial support Document review Client communication E-filing Attention to detail Multitasking Legal terminology Technology proficiency Communication skills Legal software proficiency,Huawei Technologies,63,98,5,14
401943027299239,B.Com,Part-Time,105263,2023-07-20,Chemical Analyst,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Analytical chemistry Laboratory techniques Instrumentation Data analysis Quality control Sample preparation Scientific software (e.g., ChemDraw)",General Dynamics,57,118,2,14
1674717539718505,BA,Part-Time,100857,2021-10-08,SEM Specialist,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Search engine marketing (SEM) Google Ads Bing Ads Keyword analysis Ad performance analysis SEM strategy development Bid management,Kroger,64,120,0,11
902717697929673,BCA,Full-Time,19248,2022-11-13,Social Media Coordinator,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity",CHS,63,126,0,12
2011214501681124,B.Tech,Intern,127342,2022-04-19,Network Administrator,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","System administration Server maintenance Active Directory Backup and recovery Cloud computing (e.g., AWS, Azure) Troubleshooting IT security best practices Collaboration Problem-solving Attention to detail Communication skills Technical knowledge",TPG Telecom,57,95,3,10
1799079741867191,B.Com,Intern,104132,2022-11-12,Mechanical Designer,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Computer-aided design (CAD) software Technical drawing Blueprint interpretation Drafting standards Engineering principles Collaboration with engineers Problem-solving Attention to detail Communication skills 3D modeling (if applicable),Eversource Energy,57,116,2,8
1962040854980994,M.Com,Intern,93523,2022-06-28,Legal Assistant,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Legal research Document drafting Case management E-filing Legal databases (e.g., LexisNexis) Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency",Enterprise Products Partners,65,114,2,12
1072046503754477,B.Com,Temporary,122850,2022-08-14,Personal Assistant,"{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Tata Consumer Products,58,95,2,14
2582945515731070,PhD,Full-Time,104240,2022-02-03,Account Manager,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Client relationship management Customer service Communication skills,Pioneer Natural Resources,57,94,4,14
685391880497001,MBA,Part-Time,44657,2022-11-24,Electrical Engineer,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Electronics design PCB layout Embedded systems Circuit analysis Troubleshooting,Dollar General,64,121,0,13
1385470581025310,B.Com,Part-Time,109485,2021-10-02,SEO Specialist,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Search engine optimization Keyword research SEO tools (e.g., Google Analytics, SEMrush) On-page and off-page optimization",Masco,61,127,2,13
1627015518383370,B.Tech,Intern,92024,2021-12-27,Investment Advisor,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Financial planning Investment knowledge Relationship management Communication skills Analytical skills,Macquarie Group,58,87,0,8
1071767435579801,M.Tech,Full-Time,88208,2023-05-31,Research Analyst,"{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail",Advance Auto Parts,59,113,4,12
1854916267282693,B.Tech,Temporary,90806,2022-11-28,Copywriter,"{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}","SEO (Search Engine Optimization) Keyword research SEO-friendly content On-page optimization Meta tags SEO tools (e.g., SEMrush)",Pioneer Natural Resources,63,84,0,9
1254080952240560,PhD,Part-Time,106937,2022-12-14,Legal Assistant,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","E-discovery tools and processes Document review and production Litigation support software (e.g., Relativity) Data analysis Case management Communication with legal teams Technical proficiency Attention to detail Problem-solving Legal research skills",Masco,55,126,0,12
1905836835189202,M.Tech,Contract,89244,2023-01-17,Legal Assistant,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Legal research Document drafting Case management E-filing Legal databases (e.g., LexisNexis) Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency",Derwent London,60,88,4,8
2428687893522919,BA,Intern,115669,2023-02-24,UI Developer,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility",Reynolds American Inc.,63,105,0,10
2502679392329815,MBA,Contract,109774,2022-05-10,UI Developer,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility",DaVita,62,101,2,14
14045241321764,BBA,Temporary,42012,2023-09-08,Web Developer,"{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}","HTML, CSS, JavaScript Frontend frameworks (e.g., React, Angular) User experience (UX)",Nvidia,56,127,4,13
2933345388267283,BA,Contract,95804,2022-01-25,Event Planner,"{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Corporate event planning Corporate branding Corporate communication Audiovisual equipment Crisis management,EQT,58,115,5,10
2338153807675328,MCA,Contract,67135,2022-09-30,QA Engineer,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Quality assurance Process improvement Team leadership Problem-solving Quality control,Liberty Media,62,102,3,15
2754995843306667,PhD,Contract,22719,2023-05-22,Executive Assistant,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Office administration and management Budgeting and expense tracking Team coordination and supervision Facility management Vendor and supplier relations,Bosch Limited,61,93,3,10
630324729575300,BCA,Intern,114544,2022-06-02,Executive Assistant,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Organizational and time management skills Calendar and appointment management Communication and correspondence Travel coordination Discretion and confidentiality,Sinopec,65,123,2,15
345703068423144,BCA,Temporary,126449,2022-06-27,Market Research Analyst,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Market research methodologies Data collection and analysis Industry knowledge,Best Buy,55,101,3,15
1115907918785114,M.Tech,Part-Time,70139,2022-03-13,Project Coordinator,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Office administration Communication skills Organizational skills Time management Microsoft Office proficiency,Rite Aid,58,87,3,15
776567901028503,B.Com,Part-Time,46058,2022-12-10,Financial Controller,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Financial management Budgeting Financial analysis Financial reporting Risk management Financial software (e.g., Excel, QuickBooks) Strategic planning",Midea Group,63,92,5,13
1773076494652873,BBA,Contract,63427,2023-07-16,Dental Hygienist,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Dental public health principles Community outreach and education Dental health program planning Epidemiology knowledge Public health regulations knowledge,Walmart,65,104,1,8
1713667094525373,BBA,Temporary,15957,2021-10-01,Customer Success Manager,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Customer service Problem-solving Communication skills Ticketing system usage Product knowledge,Bosch Limited,59,95,3,13
1054285507602921,M.Tech,Temporary,106370,2022-12-20,Graphic Designer,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Print design software (e.g., Adobe InDesign, Illustrator) Layout and composition Print production processes Color theory and management Attention to detail Print industry knowledge",Automatic Data Processing,57,86,4,10
177982553307241,MBA,Intern,29856,2022-08-03,IT Manager,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Network administration System administration Virtualization technologies (e.g., VMware, Hyper-V) Storage management IT security Disaster recovery planning Capacity planning Monitoring and troubleshooting Cloud infrastructure (e.g., AWS, Azure) Vendor management",Parker-Hannifin,65,103,1,15
2783011140386035,B.Tech,Intern,95679,2023-04-28,Legal Counsel,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Employment law and regulations Employment contracts and agreements Workplace discrimination and harassment laws Legal compliance Client representation and advocacy,Murphy USA,60,113,2,9
1270747356473467,B.Com,Intern,86274,2021-10-15,SEM Specialist,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Search engine marketing (SEM) Google Ads Bing Ads Keyword analysis Ad performance analysis SEM strategy development Bid management,"Harley-Davidson, Inc.",61,86,5,12
2639853685990149,BA,Full-Time,117795,2023-03-25,Digital Marketing Specialist,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising",HDFC Asset Management Company,63,90,5,13
1385206386943220,MBA,Intern,71307,2022-02-25,Paralegal,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Real estate transactions Title searches Closing processes Deed preparation Contract review Communication with real estate professionals Attention to detail Real estate terminology Technology proficiency Legal software proficiency Legal research skills,Tata Communications,57,102,5,10
1026152428850561,MCA,Part-Time,18624,2022-01-10,Executive Assistant,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Office administration and management Budgeting and expense tracking Team coordination and supervision Facility management Vendor and supplier relations,HF Sinclair,62,81,1,10
271055237033317,B.Com,Temporary,122378,2022-11-20,Customer Service Manager,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills,Crown Holdings,56,94,4,12
1999195253434093,B.Tech,Temporary,52004,2023-01-14,Sales Manager,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Key account management Relationship building Sales negotiation,JetBlue Airways,59,109,4,8
2544230050603323,BCA,Full-Time,46440,2023-03-18,UX/UI Designer,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design",Petronet LNG,60,100,1,9
413973090957527,M.Com,Intern,59250,2022-10-21,UI Developer,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility",Ashtead Group,59,96,2,9
214837924956876,B.Com,Full-Time,84078,2023-02-27,Procurement Specialist,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Telstra Corporation,65,127,3,9
1611247076261762,B.Tech,Temporary,46549,2022-11-23,Software Engineer,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Automation and scripting (e.g., Python, Bash) Continuous Integration/Continuous Deployment (CI/CD) Containerization (e.g., Docker, Kubernetes) Infrastructure as Code (e.g., Terraform, Ansible) Cloud platforms (e.g., AWS, Azure, GCP) Monitoring and troubleshooting skills",China Southern Airlines,60,118,0,13
2098961089899145,B.Tech,Intern,112014,2021-09-26,Financial Controller,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Accounting Financial reporting Financial audits Tax compliance Accounting software (e.g., SAP, Oracle) GAAP (Generally Accepted Accounting Principles)",Graphic Packaging Holding,62,121,1,9
2351495084809958,MBA,Temporary,19513,2023-06-07,Market Research Analyst,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Market research methodologies Data collection and analysis Industry knowledge,Paramount Global,64,129,2,15
1860456463637765,B.Com,Contract,88932,2022-07-09,Software Tester,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing",Zee Entertainment Enterprises,56,130,3,9
865190301761017,MCA,Contract,76947,2022-07-17,Mechanical Designer,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Computer-aided design (CAD) software Technical drawing Blueprint interpretation Drafting standards Engineering principles Collaboration with engineers Problem-solving Attention to detail Communication skills 3D modeling (if applicable),3i Group,55,114,1,10
4410397228523,MBA,Full-Time,58444,2023-03-22,Brand Manager,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Product branding and marketing Product lifecycle management Cross-functional team collaboration Product launch planning Market segmentation and targeting,Sempra,60,89,4,13
1722506217822406,PhD,Intern,71219,2023-05-12,Procurement Manager,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,Lloyds Banking Group,59,113,1,14
2887318843983784,MCA,Part-Time,95617,2022-05-09,Marketing Specialist,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Digital marketing strategy Social media marketing Content creation SEO (Search Engine Optimization) PPC advertising Analytics and reporting,Principal Financial,57,111,3,14
512671109270716,M.Com,Part-Time,96620,2022-07-15,Aerospace Engineer,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Aerospace engineering CAD software (e.g., AutoCAD) Aerodynamics Structural analysis Aircraft systems Safety regulations",Symrise AG,59,111,5,8
1006977785284548,M.Tech,Part-Time,51951,2022-01-22,UI Developer,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",User experience (UX) design User interface (UI) design Wireframing and prototyping Usability testing Design tools like Sketch or Figma,Weyerhaeuser,63,121,1,11
